name,slug,domain1,subdomain1,domain2,subdomain2,description,startDate,partnerIds,instructorIds,primaryLanguages,subtitleLanguages,specializations,certificates,courseType,id,s12nIds,stars,ratings_count,num_enrolled,difficulty,length,ins_stars,ins_ratings_count,ins_learners_count,ins_courses_count,content_rating,content_ratings_count
Overview of Connected Planning,ocp,business,business-strategy,data-science,data-analysis,"Connected Planning is a technology-enabled approach to business planning that transforms the way organizations use their data, people, and plans. Decision makers, and ultimately the entire organization, plan and pivot with confidence when faced with changes, whether in an organization, the marketplace, or even the global economy. 

From this Introduction to Connected Planning, you’ll understand its history in business modeling and scenario planning, the trends that make it essential to business success today, and the measurable impact that Connected Planning has had on organizations.

By the end of this course, you’ll be able to:
•	Describe the key characteristics of Connected Planning
•	Understand the history of Connected Planning and its roots in business modeling and scenario planning
•	Explain why current events and trends are leading many organizations to adopt Connected Planning 
•	Articulate the benefits of Connected Planning

This course is presented by Anaplan, provider of a leading technology platform that is purpose-built for Connected Planning.",1630335853822,['820'],"['70412794', '82413088']",['en'],[],[],"['VerifiedCert', 'Specialization']",v2.ondemand,WlQa7YjIEeughAqMzJLqTQ,['soCVtdhAEeuLig6DKfONFQ'],,,,Beginner Level,14,,,603,4,,
Comment créer une connexion à une base de données SQL Server,comment-creer-une-connexion-a-une-base-de-donnees-sql-server,data-science,data-analysis,information-technology,data-management,"Dans ce projet guidé d'une heure, vous apprendrez à comment créer une connexion à une base de données SQL Server. Cette vidéo vous aide à apprendre les sujets suivants: SQL Server Management Studio, Détails sur la connexion Microsoft SQL Serve, Démarrer avec la base de données SQL Server, Créer une connexion à une base de données SQL Server, Créer une base de données SQL Server.
À la fin de ce projet, vous allez être capable à créer une connexion à une base de données SQL Server, démarrer avec la base de données SQL Server et créer une base de données SQL Server.",1652398299563,['565'],['97327951'],['fr'],[],[],['VerifiedCert'],v2.ondemand,jGNiaJs4EeyAAhIwfadRUw,[],,,,,,,,2,,,
Fundamentals of Quantitative Modeling,wharton-quantitative-modeling,business,business-essentials,data-science,data-analysis,"How can you put data to work for you? Specifically, how can numbers in a spreadsheet tell us about present and past business activities, and how can we use them to forecast the future? The answer is in building quantitative models, and this course is designed to help you understand the fundamentals of this critical, foundational, business skill. Through a series of short lectures, demonstrations, and assignments, you’ll learn the key ideas and process of quantitative modeling so that you can begin to create your own models for your own business or enterprise. By the end of this course, you will have seen a variety of practical commonly used quantitative models as well as the building blocks that will allow you to start structuring your own models. These building blocks will be put to use in the other courses in this Specialization.",1454967210540,['6'],['16532657'],['en'],"['ar', 'fr', 'pt-PT', 'it', 'vi', 'de', 'ru', 'es']",[],"['VerifiedCert', 'Specialization']",v2.ondemand,1ZacN53KEeWlGQ5Xb9b0kw,"['GM-5z8kaEembiRJiedmGqA', 'kAtEJ53KEeW9ng5xPiEOCQ']",4.6,7871,166524,,8,4.69,1061,166621,2,96%,10817
Introduction to Statistics in Python,introduction-statistics-python,data-science,probability-and-statistics,,,"In this project, learners will get a refresher of introductory statistics, learn about different python libraries that can be used to run statistical analysis, and create visualizations to represent the results. By the end of the project, the learners will import a real world data set, run statistical analysis to find means, medians , standard deviations, correlations, and other information of the data. The learners will also create distinct graphs and plots to represent the data. 

Along the way, the learners will not only learn the frequently used statistics functions, but also learn to navigate documentations for different python libraries in order to find assistance in the implementation of those functions, and find other relevant functions as well. This will help the learners to understand the material and implement more complex functions down the road instead of simply memorizing the syntax of one solution.

Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions.",1620671379435,['565'],['34593895'],['en'],[],[],['VerifiedCert'],v2.ondemand,KJ6p3nlgEeuIrRIFuaY2iw,[],,,,,,,,249,,,
Foundations of strategic business analytics,strategic-business-analytics,business,business-essentials,data-science,data-analysis,"Who is this course for?  
This course is designed for students, business analysts, and data scientists who want to apply statistical knowledge and techniques to business contexts. For example, it may be suited to experienced statisticians, analysts, engineers who want to move more into a business role. 

You will find this course exciting and rewarding if you already have a background in statistics, can use R or another programming language and are familiar with databases and data analysis techniques such as regression, classification, and clustering.
However, it contains a number of recitals and R Studio tutorials which will consolidate your competences, enable you to play more freely with data and explore new features and statistical functions in R.

With this course, you’ll have a first overview on Strategic Business Analytics topics. We’ll discuss a wide variety of applications of Business Analytics. From Marketing to Supply Chain or Credit Scoring and HR Analytics, etc. We’ll cover many different data analytics techniques, each time explaining how to be relevant for your business.

We’ll pay special attention to how you can produce convincing, actionable, and efficient insights. We'll also present you with different data analytics tools to be applied to different types of issues.
By doing so, we’ll help you develop four sets of skills needed to leverage value from data: Analytics, IT, Business and Communication. 

By the end of this MOOC, you should be able to approach a business issue using Analytics by (1) qualifying the issue at hand in quantitative terms, (2) conducting relevant data analyses, and (3) presenting your conclusions and recommendations in a business-oriented, actionable and efficient way.

Prerequisites : 1/ Be able to use R or to program 2/ To know the fundamentals of databases, data analysis (regression, classification, clustering)

We give credit to Pauline Glikman, Albane Gaubert, Elias Abou Khalil-Lanvin (Students at ESSEC BUSINESS SCHOOL) for their contribution to this course design.",1442252078113,['223'],['9316917'],['en'],"['ar', 'fr', 'pt-PT', 'it', 'vi', 'de', 'ru', 'es']",[],"['VerifiedCert', 'Specialization']",v2.ondemand,bH3mBTeLEeWXuQopUhAqaw,['idRxikeyEeW57gqKtBwG2w'],4.4,624,59533,,8,4.5,39,70722,3,85%,2214
Deploy an NLP Text Generator: Bart Simpson Chalkboard Gag,deploy-bart-simpson-chalkboard-text-generator,data-science,machine-learning,computer-science,software-development,"Welcome to the “Deploy an NLP Text Generator: Bart Simpson Chalkboard Gag” guided project. 

Text Generation is a natural language technique that leverages language modeling to create or predict new text based on texts it has been trained on. An example of text generation can be identified in the Gmail sentence autocomplete feature.

In this project, we will deploy an NLP text generator model as a python Streamlit app. The model, which has been trained on all the text from Bart Simpsons chalkboard gag from the Simpsons, will be able to autogenerate new chalkboard gags.

This project is an intermediate python project for anyone interested in learning about how to productionize natural language text generator models as a Streamlit app on Heroku. It requires preliminary knowledge on how to build and train NLP text generator models (as we will not be building or training models) and how to utilize Git. Learners would also need a Heroku account and some familiarity with the Python Streamlit module.

At the end of this project, learners will have a publicly available Streamlit web app that leverages natural language processing text generation to generate new text for Bart Simpsons' chalkboard gags.",1642698737615,['565'],['88710258'],['en'],[],[],['VerifiedCert'],v2.ondemand,JA3a_W9PEeys9RJMWW48Yw,[],,,,,,,,359,,,
Machine Learning con Python. Nivel Avanzado,machine-learning-python-nivel-avanzado,data-science,data-analysis,computer-science,software-development,"Este proyecto es un curso práctico y efectivo para aprender Machine Learning con Python. Aprenderás todos los pasos de desarrollo de un modelo y a evaluar su desempeño. 
Aprenderás de manera práctica y aplicada a desarrollar un modelo completo de Machine learning, desde el pre-procesamiento de datos hasta la validación del modelo. También aprenderás a aplicar conceptos avanzados de machine learning como: pipelines, validación cruzada o XGBoost.",1607388789494,['565'],['46454754'],['es'],[],[],['VerifiedCert'],v2.ondemand,aoWV2TdGEeu6OhIan9t_8Q,[],,,,,,,,15787,,,
Getting and Cleaning Data,data-cleaning,data-science,data-analysis,data-science,probability-and-statistics,"Before you can work with data you have to get some. This course will cover the basic ways that data can be obtained. The course will cover obtaining data from the web, from APIs, from databases and from colleagues in various formats. It will also cover the basics of data cleaning and how to make data “tidy”. Tidy data dramatically speed downstream data analysis tasks. The course will also cover the components of a complete data set including raw data, processing instructions, codebooks, and processed data. The course will cover the basics needed for collecting, cleaning, and sharing data.",1451942295359,['8'],"['694443', '685384', '688901']",['en'],"['ar', 'fr', 'pt-PT', 'zh-CN', 'it', 'vi', 'ko', 'de', 'ru', 'es']",[],"['VerifiedCert', 'Specialization']",v2.ondemand,HkJsxW0yEeWEewoyD2Bc5Q,"['Q7ft0KTtEeWVehLHxyUMyQ', 'ZtbS2tDqEemmzBL13JFZTg']",4.5,7923,194401,,20,4.29,289,1462590,32,90%,15397
Datastore: Qwik Start,googlecloud-datastore-qwik-start-mjbwh,data-science,data-analysis,information-technology,cloud-computing,"This is a self-paced lab that takes place in the Google Cloud console.

This hands-on lab will show you how to store and query data in Google Cloud Datastore using the Google Cloud Platform.",1648661442391,['443'],['22997770'],['en'],[],[],['VerifiedCert'],v2.ondemand,o_pdVKkpEeywagovoAKHOQ,[],,,,,,,,,,,
Fine Tune BERT for Text Classification with TensorFlow,fine-tune-bert-tensorflow,data-science,machine-learning,data-science,data-analysis,"This is a guided project on fine-tuning a Bidirectional Transformers for Language Understanding (BERT) model for text classification with TensorFlow. In this 2.5 hour long project, you will learn to preprocess and tokenize data for BERT classification, build TensorFlow input pipelines for text data with the tf.data API, and train and evaluate a fine-tuned BERT model for text classification with TensorFlow 2 and TensorFlow Hub. 

Prerequisites:
In order to successfully complete this project, you should be competent in the Python programming language, be familiar with deep learning for Natural Language Processing (NLP), and have trained models with TensorFlow or and its Keras API.

Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions.",1600456377189,['565'],['15528766'],['en'],[],[],['VerifiedCert'],v2.ondemand,1jSM0OBoEeqPZRKxGtAxBQ,[],4.6,125,8206,,,4.78,14,139004,,,
Forensic Accounting and Fraud Examination,forensic-accounting,business,finance,data-science,data-analysis,"Everyday across the world, thousands of businesses are victimized by fraud.  Who commits these bad acts?  Why? And, how? In this course we are going to help you answer the questions: who commits fraud, why and how.  We’ll also help you develop skills for catching them.",1454343134680,['116'],"['5651996', '5669252', '8626600']",['en'],"['zh-TW', 'ar', 'fr', 'pt-PT', 'it', 'vi', 'de', 'ru', 'es']",[],['VerifiedCert'],v2.ondemand,469AxGCiEeWQAgqoue9YNw,[],4.7,4347,93253,,7,4.76,1328,93253,1,97%,9525
Plots Creation using Matplotlib Python,plots-creation-using-matplotlib-python,data-science,data-analysis,business,business-essentials,"By the end of this project, you will be able to add the data in the CSV file to Pandas data frame, plot the graph, and set marker type and color. You will also be able to apply labels, change font size, add grid lines and legends. Finally, you will be able to create the boxplot and save the graph as an image using the matplotlib and seaborn libraries, which are the most important libraries in python that are used for Data Visualization. You can create bar-plots, scatter-plots, histograms, and a lot more with them.

This guided project is for people in the field of data and data analysis. people who want to learn python and Pandas library. It provides you with the important steps to be a data analyst. Moreover, it equips you with the knowledge of python's native data structures",1612391948919,['565'],['13135964'],['en'],[],[],['VerifiedCert'],v2.ondemand,xtMVIWDtEeuu-xLe1JcYrQ,[],,,,,,,,20334,,,
Optimizing Performance of LookML Queries,googlecloud-optimizing-performance-of-lookml-queries-8ht7a,data-science,data-analysis,data-science,probability-and-statistics,"This is a Google Cloud Self-Paced Lab. In this lab, you'll learn the best methods to optimize query performance in Looker.

Looker is a modern data platform in Google Cloud that you can use to analyze and visualize your data interactively. You can use Looker to do in-depth data analysis, integrate insights across different data sources, build actionable data-driven workflows, and create custom data applications.

Big, complex queries can be costly, and running them repeatedly strains your database, thereby reducing performance. Ideally, you want to avoid re-running massive queries if nothing has changed, and instead, append new data to existing results to reduce repetitive requests. Although there are many ways to optimize performance of LookML queries, this lab focuses on the most commonly used methods to optimize query performance in Looker: persistent derived tables, aggregate awareness, and performantly joining views.",1648750001719,['443'],['22997770'],['en'],[],[],['VerifiedCert'],v2.ondemand,rvNr5qkyEeywagovoAKHOQ,[],,,,,,,,,,,
"Introduction to Trading, Machine Learning & GCP",introduction-trading-machine-learning-gcp,data-science,machine-learning,business,finance,"In this course, you’ll learn about the fundamentals of trading, including the concept of trend, returns, stop-loss, and volatility. You will learn how to identify the profit source and structure of basic quantitative trading strategies. This course will help you gauge how well the model generalizes its learning, explain the differences between regression and forecasting, and identify the steps needed to create development and implementation backtesters. By the end of the course, you will be able to use Google Cloud Platform to build basic machine learning models in Jupyter Notebooks. 

To be successful in this course, you should have advanced competency in Python programming and familiarity with pertinent libraries for machine learning, such as Scikit-Learn, StatsModels, and Pandas. Experience with SQL is recommended. You should have a background in statistics (expected values and standard deviation, Gaussian distributions, higher moments, probability, linear regressions) and foundational knowledge of financial markets (equities, bonds, derivatives, market structure, hedging).",1576602745031,"['443', '499']",['38574485'],['en'],"['fr', 'pt-PT', 'ru', 'es']",[],"['VerifiedCert', 'Specialization']",v2.ondemand,zC6cIt_XEemGIwpf4KPJ_A,['y8Xuwd_XEemocxJGJR9AKg'],4.0,711,34119,Intermediate Level,9,4.39,150,61685,11,86%,3006
Análise de Dados Quantitativos,analise-de-dados-quantitativos,business,marketing,data-science,data-analysis,"Nossas boas-vindas ao Curso Análise de Dados Quantitativos.

Neste curso, serão discutidas as principais técnicas de análise de dados, para que você tenha uma visão geral das opções que estão disponíveis para o planejamento da pesquisa de mercado e a obtenção de análises que realmente respondam às questões de pesquisa de mercado colocadas no momento do planejamento e desenho da pesquisa.

Ao final deste curso, você será capaz de atuar na análise de cenários complexos de mercado, ao identificar técnicas de análise quantitativa adequadas e aplicá-las para o resumo e interpretação dos dados, auxiliando a construção e validação de modelos envolvendo consumidores, concorrentes, setor, produtos e serviços, entre outras variáveis de mercado, para a tomada de decisão estratégica de marketing.

Este curso é composto por quatro módulos, disponibilizados em semanas de aprendizagem. Cada módulo é composto por vídeos, leituras e testes de verificação de aprendizagem. Ao final de cada módulo, temos uma avaliação de verificação dos conhecimentos.

Estamos muito felizes com sua presença neste curso e esperamos que você tire o máximo de proveito dos conceitos aqui apresentados.

Bons estudos!",1645108773962,['376'],['101103271'],['pt-BR'],[],[],"['VerifiedCert', 'Specialization']",v2.ondemand,gbUK3X6iEeyRTg6FtAvfBw,['Hw9ARHpTEey9lQ55vGJnaQ'],,,,Beginner Level,26,,,50,1,,
Custom & Conditional Formatting in Microsoft Excel,custom-and-conditional-formatting-in-microsoft-excel,business,leadership-and-management,data-science,data-analysis,"At the end of this project, you will be able to customize your formatting in Microsoft Excel. You will also be able to use basic conditional formatting to ensure a seamless use of Microsoft Excel and to highlight important sections of your sheet. Being able to use custom and conditional formatting in Microsoft Excel will allow you to make sense of the data quickly. This allows you to visualize your data and make it easier for you and for others to understand the data. This becomes more important the more data is contained in the sheet. 

The goal of this project is to allow you to visualize your data for yourself and others using Microsoft Excel.",1645914385449,['565'],['96635754'],['en'],[],[],['VerifiedCert'],v2.ondemand,-pO_-o0REeyvPA6sg6vIAw,[],,,,,,,,472,,,
Data Catalog: Qwik Start,googlecloud-data-catalog-qwik-start-vpzkb,information-technology,cloud-computing,data-science,data-analysis,This is a self-paced lab that takes place in the Google Cloud console. In this lab you will explore existing datasets with Data Catalog and mine the table and column metadata for insights.,1648778259552,['443'],['22997770'],['en'],[],[],['VerifiedCert'],v2.ondemand,b5wWaqkvEeywagovoAKHOQ,[],,,,,,,,,,,
Azure Data Lake Storage Gen2 and Data Streaming Solution,azure-data-lake-storage-gen2-and-data-streaming-solution,data-science,data-analysis,information-technology,cloud-computing,"In this course, you will see how Azure Data Lake Storage can make processing Big Data analytical solutions more efficient and how easy it is to set up. You will also explore how it fits into common architectures, as well as the different methods of uploading the data to the data store. You will examine the myriad of security features that will ensure your data is secure. Learn the concepts of event processing and streaming data and how this applies to Azure Stream Analytics. You will then set up a stream analytics job to stream data, and learn how to manage and monitor a running job.

This course is part of a Specialization intended for Data engineers and developers who want to demonstrate their expertise in designing and implementing data solutions that use Microsoft Azure data services for anyone interested in preparing for the Exam DP-203: Data Engineering on Microsoft Azure (beta). You will take a practice exam that covers key skills measured by the certification exam.

This is the ninth course in a program of 10 courses to help prepare you to take the exam so that you can have expertise in designing and implementing data solutions that use Microsoft Azure data services. The Data Engineering on Microsoft Azure exam is an opportunity to prove knowledge expertise in integrating, transforming, and consolidating data from various structured and unstructured data systems into structures that are suitable for building analytics solutions that use Microsoft Azure data services. Each course teaches you the concepts and skills that are measured by the exam. 

By the end of this Specialization, you will be ready to take and sign-up for the Exam DP-203: Data Engineering on Microsoft Azure (beta).",1634669997319,['705'],['56970540'],['en'],[],[],"['VerifiedCert', 'Specialization']",v2.ondemand,g64DXuSoEeutMhLqB6BFnw,['DeJdLtXOEeu69xLfM2wP0Q'],,,,Intermediate Level,9,,,90079,41,,
 التنسيق في مايكروسوفت إكسل | Formatting in MS Excel ,formatting-in-ms-excel,personal-development,personal-development,data-science,data-analysis,"بعد أن تناولنا في الدورات السابقة من سلسلة برنامج (Microsoft Excel) كيفية عمل اختيار (Selection) للخلايا وكيفية إدخال البيانات (Data Entry) المختلفة، سواءً نصوص (Texts) أو الأرقام (Numbers) أو غيرها من البيانات، فإننا في هذه الدورة سنمكنك من جعل تقريرك جذاباً للآخرين وقادراً على التأثير فيهم، حيث تناقش هذه الدورة مختلف الطرق التي تساعدك على تنسيق البيانات بحيث تخرج في شكل مرتب ومتناسق وواضح.

هذه الدورة هي دورة تمهيدية؛ فهي تلقي الضوء على أساسيات الموضوع بشكل عام بهدف التعريف به وبمحاوره الأساسية التي يجب الإلمام بها.

إذا كنت من المهتمين بفهم التنسيق في مايكروسوفت إكسل، أو كان مجال عملك يتطلب توظيف ذلك في سياق عملك، فهذه الدورة ستكون مثالية لإغناء خبرتك وتطوير مهاراتك بشكل فعال ومؤثر.

حيث ستزودك هذه الدورة باطلاع واسع ودقيق على مجموعة من المحاور المتعلقة بهذا الموضوع، مثل: شرح تنسيق الخلايا باستخدام خيار (Conditional Formatting)، شرح تغيير نوع وحجم ولون الخط، التعرف على خيارات التفاف النص واحتواء النص، شرح محاذاة النصوص داخل الخلايا، التعرف على إضافة وحذف الصفوف والأعمدة، شرح تغيير حجم العمود أو الصف كي يتناسب مع حجم البيانات.",1652265862411,['1027'],['106946985'],['ar'],[],[],['VerifiedCert'],v2.ondemand,HMS6V2zDEey8hhKeIHAE5Q,[],,,,Beginner Level,2,,,1042,97,,
Preparar datos para la exploración,preparar-datos-para-la-exploracion,data-science,data-analysis,information-technology,data-management,"Este es el tercer curso del Certificado de análisis computacional de datos de Google. En estos cursos obtendrás las habilidades necesarias para solicitar empleos de analista de datos de nivel introductorio. A medida que continúes con tu comprensión de los temas de los dos primeros cursos, también se te presentarán nuevos temas que te ayudarán a obtener habilidades prácticas de análisis computacional de datos. Aprenderás a utilizar herramientas como hojas de cálculo y SQL para extraer y utilizar los datos adecuados para tus objetivos y a organizar y proteger tus datos. Los analistas de datos actuales de Google seguirán dándote instrucciones y te proporcionarán formas prácticas de llevar a cabo las tareas comunes de los analistas de datos con las mejores herramientas y recursos.

Los alumnos que completen este programa de certificados estarán listos para solicitar trabajos de nivel introductorio como analistas de datos. No se requiere experiencia previa.

Al final de este curso, habrás hecho lo siguiente:
 - Descubrir cómo deciden los analistas qué datos recopilar para el análisis.
 - Aprender sobre datos estructurados y no estructurados, tipos de datos y formatos de datos.
 - Descubrir cómo identificar diferentes tipos de sesgo en los datos para ayudar a garantizar su credibilidad. 
 - Explorar cómo utilizan los analistas las hojas de cálculo y el SQL con las bases de datos y los conjuntos de datos.
 - Examinar los datos abiertos y la relación e importancia de la ética y la privacidad de los datos.
 - Comprender cómo acceder a las bases de datos y extraer, filtrar y ordenar los datos que contienen.
 - Aprender las mejores prácticas para organizar los datos y mantenerlos seguros.",1642524045216,['463'],['82360329'],['es'],['en'],[],"['VerifiedCert', 'Specialization']",v2.ondemand,_qJl7yfxEeyavRI3rIvGvQ,['hXUHfDgkEeylXgqHwJpmyQ'],4.7,13,,Beginner Level,22,,,3524631,155,,
The Unix Workbench,unix,data-science,machine-learning,computer-science,software-development,"Unix forms a foundation that is often very helpful for accomplishing other goals you might have for you and your computer, whether that goal is running a business, writing a book, curing disease, or creating the next great app. The means to these goals are sometimes carried out by writing software. Software can’t be mined out of the ground, nor can software seeds be planted in spring to harvest by autumn. Software isn’t produced in factories on an assembly line. Software is a hand-made, often bespoke good. If a software developer is an artisan, then Unix is their workbench. Unix provides an essential and simple set of tools in a distraction-free environment. Even if you’re not a software developer learning Unix can open you up to new methods of thinking and novel ways to scale your ideas. 

This course is intended for folks who are new to programming and new to Unix-like operating systems like macOS and Linux distributions like Ubuntu. Most of the technologies discussed in this course will be accessed via a command line interface. Command line interfaces can seem alien at first, so this course attempts to draw parallels between using the command line and actions that you would normally take while using your mouse and keyboard. You’ll also learn how to write little pieces of software in a programming language called Bash, which allows you to connect together the tools we’ll discuss. My hope is that by the end of this course you be able to use different Unix tools as if they’re interconnecting Lego bricks.",1500264140442,['8'],"['1092552', '694443', '688901', '685384']",['en'],"['ar', 'fr', 'bn', 'pt-PT', 'zh-CN', 'el', 'it', 'pt-BR', 'vi', 'nl', 'de', 'ru', 'tr', 'es', 'hi', 'fa']",[],['VerifiedCert'],v2.ondemand,d7GXFfqfEeadFw6-eqmrIg,[],4.7,1272,49906,Beginner Level,19,4.68,219,49906,1,96%,11058
"RPA Lifecycle: Introduction, Discovery and Design",rpa-introduction,computer-science,software-development,data-science,data-analysis,"Regardless of the industry, business process automation is here to stay. Business processes are increasingly being automated through software automation. But how is software automation simplified and made accessible? The answer is Robotic Process Automation or RPA.

RPA lifecycle: Intrdocution, Discovery and Design is the first course of the Specialization on Implementing RPA with Cognitive Solutions and Analytics.

In this course, you will be introduced to RPA and see how it is combined with cognitive solutions and analytics to enable organizations to adopt the model of a “Digital Workforce” and help them transform the nature of their work.
You will also learn about the first two phases of the RPA implementation lifecycle: Discovery and Design. In the Discovery phase, you take a set of business processes and identify those that are suitable and beneficial for automation.  In the Design phase, you create a plan for your RPA project. The learning will be reinforced through concept description and guided practice.",1583966792579,['568'],['49518512'],['en'],"['ar', 'fr', 'pt-PT', 'it', 'vi', 'de', 'ru', 'es']",[],"['VerifiedCert', 'Specialization']",v2.ondemand,uwExdt3ZEem9kQo5Kh6hgA,['ZbX9OvAxEemp9A5jesccRA'],4.6,478,13135,Beginner Level,5,4.61,138,16111,5,,
NLP System Architecture and Dev-Ops,nlp-system-architecture-and-dev-ops,data-science,machine-learning,,,"Este curso te brindará los conocimientos necesarios para la implementación de algoritmos de NLP. Mediante el uso de los últimos algoritmos más populares en NLP se procederá a dar solución a un conjunto de problemas propios del área.

Para realizar este curso es necesario contar con conocimientos de programación de nivel básico a medio, deseablemente conocimiento básico del lenguaje Python y es recomendable conocer los Jupyter Notebooks en el entorno Anaconda.

Para desarrollar aplicaciones se va a utilizar Python 3.6 o superior. Alternativamente se puede utilizar el entorno de Anaconda con la misma versión de Python.
Como editor de código, los ejemplos van a ser editados en el Notebook de Anaconda, pero el alumno puede utilizar cualquier editor de texto que reconozca notebooks de Anaconda.
Librerías que es necesario tener instaladas para realizar el curso: NLTK, Scikit-learn, Spacy y TensorFlow.",1652376125616,['350'],['71332301'],['es'],[],[],['VerifiedCert'],v2.ondemand,bzcGXpAWEeyYbAqQh-YaNw,[],,,,Beginner Level,11,,,2460,4,,
Analyse datasets with Java streams,analyse-datasets-java-streams,data-science,data-analysis,computer-science,software-development,"In this 1-hour long project-based course, you will learn how to create a Java Stream object based on a CSV data file, and engineer its data using Stream and Collector methods. You will explore the dataset using stream methods, and then apply a reduction operations on the data using a range of Collector methods. You will learn how to join and split strings in the data. You will apply the groupingBy method for grouping your data stream based on fields in your data object. 


Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions.",1622729245798,['565'],['68355864'],['en'],[],[],['VerifiedCert'],v2.ondemand,f-srqL9mEeux9w57Jm7QdQ,[],,,,,,,,3570,,,
¿Qué es la ciencia de datos?,que-es-la-ciencia-de-datos,data-science,data-analysis,,,"El arte de descubrir los conocimientos y las tendencias de los datos ha existido desde la antigüedad. Los antiguos egipcios usaron datos del censo para aumentar la eficiencia en la recaudación de impuestos y predijeron con precisión la inundación del río Nilo cada año. Desde entonces, las personas que trabajan en ciencia de datos han creado un campo único y distinto para el trabajo que realizan. Este campo es ciencia de datos. En este curso, conoceremos a algunos profesionales de la ciencia de datos y obtendremos una visión general de lo que es hoy la ciencia de datos.",1604010228575,['348'],"['28512151', '28511560']",['es'],"['ar', 'vi', 'ru', 'en']",[],"['VerifiedCert', 'Specialization']",v2.ondemand,WJWk9tNeEeqEiAp3WF0ouw,"['PA1oEO1mEeqyWRK5raFSuQ', 'ZmRNDv6LEeqxFw7dZceVSw']",4.8,149,3013,Beginner Level,8,4.71,47,627926,22,,
Ensemble Methods in Machine Learning,ensemble-methods-machine-learning,data-science,machine-learning,data-science,data-analysis,"In this 2-hour long project-based course, you will learn how to implement various ensemble techniques and use it in machine learning. Ensemble models in machine learning combine the decisions from multiple models to improve the overall performance, The main causes of error in learning models are due to noise, bias and variance, Ensemble methods help to minimize these factors.",1610155602229,['565'],['46067156'],['en'],[],[],['VerifiedCert'],v2.ondemand,YGioDOZoEeq_HApkDk8V_Q,[],,,,,,,,261,,,
Python and Pandas for Data Engineering,python-and-pandas-for-data-engineering-duke,data-science,data-analysis,information-technology,data-management,"In this first course of the Python, Bash and SQL Essentials for Data Engineering Specialization, you will learn how to set up a version-controlled Python working environment which can utilize third party libraries. You will learn to use Python and the powerful Pandas library for data analysis and manipulation. Additionally, you will also be introduced to Vim and Visual Studio Code, two popular tools for writing software. This course is valuable for beginning and intermediate students in order to begin transforming and manipulating data as a data engineer.",1647869838619,['7'],"['108047', '81359500', '74686063']",['en'],[],[],"['VerifiedCert', 'Specialization']",v2.ondemand,-NsvMB08Eeyj2Qq8cOKkHw,['Gz1PpZlIEeuzAwq_5HoARQ'],3.8,16,,Beginner Level,38,,,2347,4,,
Machine Learning Foundations for Product Managers,machine-learning-foundations-for-product-managers,data-science,machine-learning,computer-science,design-and-product,"In this first course of the AI Product Management Specialization offered by Duke University's Pratt School of Engineering, you will build a foundational understanding of what machine learning is, how it works and when and why it is applied.  To successfully manage an AI team or product and work collaboratively with data scientists, software engineers, and customers you need to understand the basics of machine learning technology.  This course provides a non-coding introduction to machine learning, with focus on the process of developing models, ML model evaluation and interpretation, and the intuition behind common ML and deep learning algorithms.  The course will conclude with a hands-on project in which you will have a chance to train and optimize a machine learning model on a simple real-world problem.

At the conclusion of this course, you should be able to:
1) Explain how machine learning works and the types of machine learning
2) Describe the challenges of modeling and strategies to overcome them
3) Identify the primary algorithms used for common ML tasks and their use cases
4) Explain deep learning and its strengths and challenges relative to other forms of machine learning
5) Implement best practices in evaluating and interpreting ML models",1630688968781,['7'],['45353055'],['en'],[],[],"['VerifiedCert', 'Specialization']",v2.ondemand,Bob8HYsxEeuqDwqw9ez0Fw,['s79dbwp_EeyflRJvOlqpKQ'],4.6,53,5540,Beginner Level,16,4.66,24,6409,3,,
Procesamiento del lenguaje natural con Python y Power BI,nlp-python-powerbi,data-science,data-analysis,computer-science,software-development,"Este proyecto es un curso práctico y efectivo para aprender acerca del Procesamiento Natural del Lenguaje, centrándote en la parte de Topic Modelling. Aprenderas a como analizar tus textos mediante Python y Pycaret. También aprenderás a añadir capacidades de NLP a tus dashboards en Power BI.",1602199359004,['565'],['46454754'],['es'],[],[],['VerifiedCert'],v2.ondemand,WpRa6AgGEeuLJgpoLwc6uQ,[],,,,,,,,15787,,,
Machine Learning for Data Analysis,machine-learning-data-analysis,data-science,machine-learning,data-science,data-analysis,"Are you interested in predicting future outcomes using your data? This course helps you do just that! Machine learning is the process of developing, testing, and applying predictive algorithms to achieve this goal. Make sure to familiarize yourself with course 3 of this specialization before diving into these machine learning concepts. Building on Course 3, which introduces students to integral supervised machine learning concepts, this course will provide an overview of many additional concepts, techniques, and algorithms in machine learning, from basic classification to decision trees and clustering. By completing this course, you will learn how to apply, test, and interpret machine learning algorithms as alternative methods for addressing your research questions.",1454057295452,['34'],"['3182044', '1121232']",['en'],"['ar', 'fr', 'pt-PT', 'it', 'vi', 'de', 'ru', 'es']",[],"['VerifiedCert', 'Specialization']",v2.ondemand,senhGTbqEeWw6g4yTrGrVQ,['IffJY0dUEeW97BIjcKITiw'],4.2,311,42492,,10,4.53,15,86283,4,94%,1111
